fid,ang_connectivity,ang_meandepth,class_connectivity,met_choice,met_choice_1000,met_choice_1250,met_choice_1500,met_choice_1750,met_choice_2000,met_choice_250,met_choice_2500,met_choice_3000,met_choice_500,met_choice_750,met_meandepth,met_meandepth_1000,met_meandepth_1250,met_meandepth_1500,met_meandepth_1750,met_meandepth_2000,met_meandepth_250,met_meandepth_2500,met_meandepth_3000,met_meandepth_500,met_meandepth_750,ang_choice,ang_choice_1000,ang_choice_1250,ang_choice_1500,ang_choice_1750,ang_choice_2000,ang_choice_250,ang_choice_2500,ang_choice_3000,ang_choice_500,ang_choice_750,ang_integration,ang_integration_1000,ang_integration_1250,ang_integration_1500,ang_integration_1750,ang_integration_2000,ang_integration_250,ang_integration_2500,ang_integration_3000,ang_integration_500,ang_integration_750,compteur,type_chemin,type_transport,jeu_7_9,jeu_11_13,jeu_17_19,sam_7_9,sam_11_13,sam_17_19
"522",3.987452,5.4726167,5,6281,2209,3435,4505,5377,5795,102,6270,6281,410,1140,1343.2174,692.828,844.75677,967.1861,1078.5425,1175.9988,145.16869,1332.593,1343.2174,305.55283,517.02783,36218,2481,5334,9811,14476,21202,59,30956,35681,332,869,604.23389,197.78297,278.23288,378.82336,458.20383,519.80255,27.651024,591.69861,603.47675,62.608097,123.21241,"00000","1","1",,,,,,
"523",2.4113393,5.3784909,4,6728,2193,3384,4507,5472,6005,91,6714,6728,375,1101,1338.6703,693.46417,845.77686,969.08789,1084.926,1178.1421,138.26201,1328.8792,1338.6703,310.57068,518.56958,37834,2365,5325,9996,14795,21797,53,32323,37205,300,834,614.47418,197.1826,283.25729,385.98611,467.31586,529.24011,26.89913,604.58881,614.63867,59.783073,119.81482,"00000","1","1",,,,,,
"524",3.4002333,5.3007874,5,381541,13085,31164,63803,108384,164293,163,272387,347299,1010,4229,1315.0736,683.93536,836.0097,964.97723,1078.1788,1177.5095,132.64874,1308.1482,1315.0736,311.26291,516.31427,89972,10184,20873,29285,37303,49111,124,72158,88739,937,3630,623.34839,211.90201,331.78879,421.46265,501.29144,559.72339,28.198647,619.14862,622.99634,67.295784,132.13206,"00000","1","1",,,,,,
"525",2.6796122,5.3791223,4,381078,12934,30957,63519,108051,163883,166,271922,346836,986,4138,1318.1282,686.50281,837.51538,964.03998,1081.4489,1176.5887,129.36899,1311.584,1318.1282,310.80331,518.74664,88962,10075,20382,28616,36453,48099,138,70766,87547,930,3519,614.40576,203.73227,314.76251,407.091,487.62027,544.61981,24.533276,610.48444,615.40302,67.49099,128.42351,"00000","1","1",,,,,,
"526",1.8008032,5.3749995,4,94034,5490,11103,19562,31002,45152,139,72710,89375,596,2072,1332.1589,691.53198,842.97113,966.38123,1082.5074,1175.2242,134.89342,1323.4421,1332.1589,310.15369,519.05554,86589,6912,11029,18641,27179,39012,111,66536,82855,843,2958,614.89026,210.07674,302.05475,401.80127,480.41779,537.08832,32.569889,607.1189,614.89197,71.508011,133.27002,"00000","1","1",,,,,,
"527",3.9613583,5.4508824,5,93574,5491,11132,19534,30883,44923,144,72252,88915,618,2099,1341.8619,692.47809,844.75903,967.35272,1077.6506,1175.0421,146.12265,1331.2421,1341.8619,305.32773,517.85736,86649,6847,10981,18587,27226,38929,120,66209,82831,874,2917,606.75366,215.72308,294.87344,394.76962,472.18607,528.1424,29.504477,567.914,590.14832,72.459709,133.06137,"00000","1","1",,,,,,
"528",2.7180622,5.1578226,5,310895,14679,35731,66833,106067,150812,90,234546,285140,857,4378,1316.4147,684.10352,836.78625,967.63165,1081.5378,1180.5924,134.70065,1309.4843,1316.4147,315.14539,514.46021,592897,12238,30970,62760,107981,165005,44,320394,489025,806,4101,639.76941,205.81615,301.73511,411.3157,497.81177,564.82141,27.946283,633.18323,638.78967,61.588211,125.31219,"00000","1","0",,,,,,
"529",1.182592,5.0921125,3,310454,14310,35138,66136,105360,150222,57,234097,284699,798,4193,1333.4344,695.96802,840.64508,995.51648,1107.6025,1212.999,174.66412,1325.3518,1333.4344,348.91373,517.4881,593729,11934,30569,62242,107765,165058,16,321044,489898,709,3952,648.30005,194.75784,316.26987,418.67435,507.86884,573.44574,23.445608,639.2713,646.47815,58.630215,107.98508,"00000","1","0",,,,,,
"530",1.1690547,5.0911603,3,204408,6442,15019,28208,47236,72420,55,132674,178860,485,2185,1327.0034,700.85107,850.14154,1014.3417,1134.4701,1234.2994,166.28587,1324.8422,1327.0034,339.09238,523.13245,594747,11080,29439,60914,106639,164253,16,321396,490810,499,3573,648.28796,206.43539,316.32986,431.77197,518.47559,590.68445,18.620102,640.47028,648.35059,64.963684,109.64807,"00000","1","0",,,,,,
"531",1.2239474,5.0892773,3,204667,6454,15014,28243,47348,72631,61,132932,179119,476,2209,1324.9675,697.15485,845.05292,1012.2374,1140.8063,1238.9204,139.42552,1323.1815,1324.9675,331.10446,522.90002,595800,11404,29742,61253,107159,164934,42,322411,491890,594,3742,648.53552,214.07188,317.94989,430.99768,523.38379,599.3551,17.811422,643.24701,648.47675,61.541409,114.65376,"00000","1","0",,,,,,
"532",2.3771479,5.8385205,3,39228,5827,11318,18900,26097,32240,123,38524,39228,774,2436,1320.3286,684.55103,846.14166,1008.3216,1136.7644,1233.9706,134.78065,1319.2607,1320.3286,321.43469,521.71106,35648,6653,13177,20061,24768,28938,116,33483,35022,893,3198,564.85339,198.79129,280.9881,376.01648,458.6564,513.79626,21.057741,561.23669,564.42682,56.368385,109.07472,"00000","1","0",,,,,,
"533",0.58505642,5.9064908,2,37997,5633,10910,18264,25168,31126,122,37293,37997,761,2423,1325.3339,681.2467,844.54419,1006.6078,1139.4183,1236.8041,145.59784,1324.9764,1325.3339,322.327,518.53174,35062,6203,12346,19014,23517,27806,108,32719,34393,891,3094,559.23352,189.67944,264.76807,357.56299,432.92749,473.92218,20.516846,549.70428,557.586,55.189247,109.11056,"00000","1","0",,,,,,
"534",1.0180202,5.8605466,3,38532,5904,11279,18726,25640,31608,128,37828,38532,823,2649,1318.4761,673.12012,840.62158,1000.6656,1132.5945,1230.751,147.12756,1318.1244,1318.4761,320.1839,512.50793,34988,5964,11899,18469,22761,27360,110,32520,34299,901,3099,563.38965,185.16223,258.71976,354.2215,427.37994,477.03241,23.787298,554.22131,561.37244,53.731583,111.32426,"00000","1","0",,,,,,
"535",2.2338953,5.9342756,4,120478,9487,22143,42240,64578,87117,102,115161,120271,782,3275,1309.2118,675.06073,837.07806,997.02216,1122.2473,1222.2759,152.92062,1308.8573,1309.2118,327.13776,506.76331,32813,4967,10073,15890,19420,24807,82,30230,32323,807,2753,556.34265,175.83527,247.67421,342.97107,414.81155,471.68494,24.421827,547.27527,554.62213,64.392799,102.49805,"00000","1","0",,,,,,
"536",2.0404265,5.9350162,4,34885,6066,11971,18442,24726,29540,109,34175,34885,805,2753,1316.2123,673.60583,839.55359,994.33923,1119.7173,1220.6371,156.82501,1316.2123,1316.2123,325.3895,508.89246,32436,4797,9499,14806,17849,23482,89,29486,31719,1056,3016,556.29907,164.29222,249.27905,335.62891,403.59677,474.41406,28.407555,547.2655,554.64484,66.018578,97.485931,"00000","1","0",,,,,,
"537",2.873775,5.9843316,4,25142,6068,9968,13931,18664,22227,116,25091,25142,832,3091,1310.4734,656.06226,837.65375,984.74774,1120.4469,1225.3619,158.24936,1310.4734,1310.4734,338.66791,503.54773,15489,7840,8778,10031,11436,14004,90,15629,15567,967,3903,551.80286,169.63281,250.38123,338.10281,404.58804,474.10605,31.484968,542.08228,550.17993,66.048737,115.35727,"00000","1","0",,,,,,
"538",1.1019218,5.9483628,3,38231,7514,12535,18732,25412,31081,128,37486,38231,1113,3813,1314.6691,666.54437,844.54657,988.64563,1117.871,1226.4999,154.07393,1314.6691,1314.6691,325.24115,504.69113,45684,10480,15753,21904,25644,34165,106,42528,44921,1399,5113,555.30707,167.3429,247.67058,338.96878,400.15738,470.71085,31.265329,546.00427,553.8949,67.309425,107.10733,"00000","1","0",,,,,,
"539",1.1592431,5.9660635,3,38225,7519,12614,18755,25385,31052,129,37480,38225,1123,3836,1313.4401,668.37677,844.09955,984.01099,1116.2509,1224.8805,160.8497,1313.1058,1313.4401,327.38345,506.7215,45192,10122,15222,21158,24937,33454,101,41974,44376,1373,4830,553.64398,163.22549,247.9812,333.10977,398.98932,466.70148,29.405743,544.32257,552.28723,67.051437,105.63155,"00000","1","0",,,,,,
"540",1.0117409,5.9706254,3,36433,7698,12344,18026,24232,29523,119,35688,36433,1218,3978,1315.5952,669.68884,843.65533,984.60797,1115.4049,1223.5116,157.03026,1315.2573,1315.5952,330.854,509.20349,45886,10605,15956,21794,25846,35129,98,43122,45053,1488,4940,553.28259,162.72937,248.5858,330.8927,397.99573,463.77142,29.767443,543.26001,552.0437,69.133469,103.38477,01/18,"1","0",,,,,,
"541",0.17922524,5.9951105,2,35875,7721,12398,18038,24092,29180,108,35130,35875,1202,3911,1321.1924,677.12933,843.67102,983.68048,1113.4564,1221.1255,150.65327,1320.8461,1321.1924,327.06097,516.4425,45379,10411,15732,21427,25444,34633,96,42552,44493,1488,4777,551.05286,162.14507,246.24051,327.32776,399.56302,459.39667,29.415627,539.99872,549.82544,68.755112,103.26703,01/18,"1","0",,,,,,
"542",0.32866547,6.0194197,2,35714,7880,12640,18305,24269,29204,124,34969,35714,1225,3915,1321.8977,685.02716,839.15955,980.88098,1105.4282,1213.7075,150.23555,1320.8312,1321.8977,320.60968,515.39551,44881,10323,15663,21298,25267,34320,110,42026,43940,1515,4707,548.86957,166.24261,246.86911,324.60504,405.77158,455.69662,29.728552,535.3175,547.61047,69.274628,104.10392,01/18,"1","0",,,,,,
"543",0.38418537,6.0483489,2,36416,8284,13234,19075,25088,30006,158,35671,36416,1289,4054,1314.9769,688.77032,832.86694,972.9389,1096.7372,1203.7166,159.91679,1313.1942,1314.9769,317.68365,505.13724,44617,10469,15870,21533,25561,34442,147,41758,43629,1591,4766,547.29181,181.88554,263.65417,329.63803,405.98276,464.16306,32.482365,536.16882,544.85938,71.364754,116.17488,01/18,"1","0",,,,,,
"544",0.38288537,6.0360346,2,37755,8904,14136,20278,26411,31402,202,37011,37755,1383,4330,1304.1594,683.68561,825.91376,966.12323,1089.1447,1193.958,152.61247,1301.9904,1304.1594,308.12897,500.25528,44531,10919,16520,22249,26331,34922,209,41720,43576,1724,5002,548.59845,190.84705,271.33859,330.58365,408.15326,467.22449,34.274693,535.62006,546.12952,75.807442,122.44961,01/18,"1","0",,,,,,
"545",2.1261835,5.965868,4,39255,9601,15145,21597,27872,32953,250,38512,39255,1498,4655,1297.2723,680.11401,820.99316,958.0365,1081.4161,1184.5049,147.13269,1294.7498,1297.2723,307.42825,496.95706,44621,11606,17489,23191,27381,35619,282,41927,43705,1888,5318,555.36884,202.46042,278.38391,342.26587,414.73206,472.08289,37.605583,536.59161,552.59711,79.353439,126.81808,01/18,"1","0",,,,,,
"546",2.165848,6.0814166,4,407872,20384,43297,79855,126901,184213,285,292000,368926,1972,7739,1296.6635,677.61554,817.76825,956.79877,1080.7579,1183.3511,145.24174,1293.3827,1296.6635,309.91101,494.15424,21170,16261,25073,26907,29357,29553,325,24542,23495,2777,8018,551.08044,200.25087,279.2619,327.39526,396.61441,448.13257,41.344444,515.53815,546.35712,72.928566,128.93164,"00000","1","0",,,,,,
"547",0.51200032,6.0418077,3,408069,20500,43439,79924,127003,184403,280,292200,369123,1997,7815,1294.4608,679.17633,812.7868,954.17004,1080.78,1184.1218,145.64302,1291.1073,1294.4608,313.72809,497.81088,22077,16768,25798,27577,30235,30351,312,25525,24520,2793,8173,553.1131,203.61459,272.63095,329.52463,395.76871,449.14624,38.865017,519.20837,549.0329,74.787407,132.59471,"00000","1","0",,,,,,
"548",1.5901275,6.0132327,3,406319,20288,42922,78889,125652,182921,258,290512,367373,1986,7803,1289.9801,677.36646,810.71851,949.41473,1082.0479,1184.076,139.26208,1286.89,1289.9801,315.39392,497.15744,19923,17906,27443,28986,31484,30287,310,24405,22752,2991,8758,555.06348,210.23785,267.50284,335.57062,397.83215,449.39496,37.695923,519.81384,552.24261,75.592484,141.78069,"00000","1","0",,,,,,
"549",0.58697093,6.0018249,3,407355,20718,43460,79513,126470,183896,261,291549,368409,2068,8064,1283.1459,670.51038,805.40277,942.88635,1078.7969,1180.6134,143.45775,1278.1501,1283.1459,314.19019,502.05536,20849,18658,28450,30043,32797,31559,311,25731,23852,3064,9133,555.65009,217.74887,269.04422,337.73108,397.42941,457.36633,36.512024,521.11316,553.08453,75.161362,145.29909,"00000","1","0",,,,,,
"550",3.9081047,5.827054,5,13001,2676,4421,6578,9027,11102,100,12674,13001,419,1266,1306.1763,677.69958,813.18286,947.60156,1087.119,1192.7924,147.20122,1296.6566,1306.1763,313.94708,505.08429,13535,3331,5323,7570,10537,12133,38,14290,14598,380,1423,567.63019,170.98419,238.0117,329.18158,391.99216,452.01468,27.375666,512.27094,556.47919,57.565231,109.27544,"00000","1","0",,,,,,
"551",2.9842107,5.81669,5,14732,3791,5943,8369,11030,13035,140,14434,14732,586,1797,1329.6942,676.69043,813.45752,948.70154,1081.5262,1188.3384,141.58739,1308.9369,1329.6942,324.43231,506.15338,19394,4802,7407,11174,14682,16637,89,19813,20532,471,2054,568.20563,197.7108,261.57605,342.84885,405.12521,449.23273,23.511774,521.20148,561.05304,67.186852,123.34052,"00000","1","0",,,,,,
"552",3.025424,5.8153486,5,16730,4806,7276,9982,12781,14902,135,16469,16730,695,2309,1338.5577,668.888,805.1972,945.47168,1071.5216,1177.062,150.96042,1313.6409,1338.5577,328.14563,511.70923,25016,6305,9755,14518,18602,21010,87,25162,26112,712,2816,568.20471,211.39674,281.14685,357.63336,415.55319,458.75922,24.916595,526.39294,563.69696,72.325081,134.66322,"00000","1","0",,,,,,
"553",1.5387331,5.3682766,3,488570,17481,39007,72856,117672,173345,193,297781,404673,1573,6236,1311.6411,652.27985,784.3562,929.22546,1069.1003,1177.6705,152.88818,1291.2274,1311.6411,338.60056,508.81146,427725,21696,46338,80775,133518,199651,188,324417,403520,1766,7269,615.57593,262.9361,325.56378,406.25867,472.94653,539.47601,28.254959,597.12006,614.57092,79.350685,173.16655,"00000","1","0",,,,,,
"554",1.2264388,5.3731408,3,487769,17197,38748,72606,117325,172808,199,297020,403872,1524,6044,1318.1312,656.11877,790.74878,934.29077,1070.9902,1176.3145,156.54152,1296.6482,1318.1312,338.18121,507.83481,427062,21203,45892,80463,133084,199092,192,323679,402878,1680,7049,615.15802,264.17764,326.42142,411.88864,473.42685,535.96826,28.844925,596.25726,610.41669,81.912941,170.03851,"00000","1","0",,,,,,
"555",2.8433306,5.3791928,5,489835,17418,39599,74198,119646,175277,183,299128,405938,1357,5923,1327.9873,661.6131,797.18652,938.24854,1067.9253,1172.5975,152.45447,1303.5315,1327.9873,336.44498,512.36218,431142,22302,48185,83683,137634,203490,161,327072,407272,1817,7714,615.45789,265.02798,338.72556,414.59561,474.41846,533.35522,31.396843,594.99854,611.00543,87.950653,170.73808,"00000","1","0",,,,,,
"556",2.9937193,6.4511704,4,14235,4746,7287,9753,11993,13371,127,14193,14235,705,2237,1332.4274,673.30371,808.02612,944.23254,1083.3855,1187.9476,150.73584,1310.8944,1332.4274,330.43573,508.41507,8795,2483,3716,5450,7475,8168,96,9149,9083,367,965,528.34784,202.28795,266.06552,330.88171,389.25455,447.33698,23.323063,509.24261,522.49622,63.099903,122.69053,"00000","1","0",,,,,,
"557",1.223003,6.4472799,3,33036,8980,13597,18475,23743,28394,253,32932,33036,1525,4520,1295.4105,667.07568,803.39661,936.40369,1081.649,1184.0353,148.92786,1280.7202,1295.4105,320.54102,503.78235,7121,2967,4033,4899,6560,7010,176,7265,7383,666,1618,526.87549,190.50256,251.56221,311.51013,374.00458,434.72885,26.033163,506.07141,515.44055,60.248989,118.76332,"00000","1","0",,,,,,
"558",1.9866374,6.4123344,3,34770,9483,14293,19389,24917,29852,275,34653,34770,1664,4827,1277.9711,662.00055,794.28552,932.06763,1075.991,1177.0024,149.31641,1267.525,1277.9711,313.2179,496.035,5737,3036,3933,4446,5679,5956,199,5865,6039,813,1876,519.95117,186.72998,246.48012,311.12094,373.57565,431.20569,27.902697,502.3544,518.67261,65.099953,119.96185,"00000","1","0",,,,,,
"559",2.9837074,5.9244518,5,15415,4920,7165,9609,12048,13925,70,15226,15415,613,2418,1389.5612,683.06641,816.79193,957.1745,1081.3767,1194.6643,164.38416,1356.6824,1389.5612,342.99832,522.77936,23031,5588,8703,12866,15785,18529,20,22556,23726,464,2473,558.59283,202.47301,284.194,346.12048,404.86557,448.56845,25.883097,519.479,554.90186,76.827545,140.68306,"00000","1","0",,,,,,
"560",3.0293136,5.9393048,5,12326,4354,6295,8206,10100,11430,71,12204,12326,562,2180,1461.3864,683.56909,823.17505,961.62744,1089.7306,1211.2621,170.36787,1402.0029,1459.5088,330.73032,513.59552,12547,4709,6944,8664,10878,12341,16,12516,12255,457,2309,557.41577,206.5392,278.90436,337.53366,397.8298,443.23251,20.960125,520.4679,551.19293,74.066124,141.99176,"00000","1","0",,,,,,
"561",3.9727554,5.7052717,4,4571,1292,1851,2505,3182,3800,46,4486,4571,262,715,1426.7084,683.2124,820.49988,959.41772,1089.6274,1217.9333,175.81117,1385.5258,1426.236,355.27377,530.32086,15917,1602,3288,6181,7203,9133,10,14538,16746,107,632,579.83423,210.20911,286.32553,340.95261,402.89032,459.95895,17.264015,545.27081,576.91565,63.915298,140.18991,"00000","1","0",,,,,,
"562",2.9474297,7.0772371,4,6226,1743,2646,3690,4716,5462,113,6167,6226,348,858,1320.2433,689.41052,826.80255,961.86908,1093.4246,1199.2013,138.17236,1314.6353,1320.2433,308.56384,506.27078,4986,2237,2758,3720,4308,4677,123,5165,5046,497,1204,467.00293,155.05817,215.45325,268.75684,324.39978,371.19931,26.09617,441.56927,464.39279,48.185146,95.747635,"00000","1","0",,,,,,
"563",2.0053818,7.0799336,4,8993,2718,4113,5473,6826,7880,134,8940,8993,524,1354,1328.9158,686.26129,826.08923,961.11505,1088.962,1196.8273,142.4695,1317.3392,1328.9158,312.5683,504.32407,3088,1327,1599,2195,2575,2868,165,3112,3105,330,759,466.99951,138.6187,201.5786,255.11023,315.85095,357.11386,25.425997,438.53845,463.18304,43.851097,82.897781,"00000","1","0",,,,,,
"564",2.0434716,7.0981369,3,20412,6150,9155,12019,14734,17314,222,20341,20412,1111,3150,1322.9153,680.14563,821.46753,954.45367,1086.0784,1192.8281,145.55458,1308.9531,1322.9153,313.11197,502.7374,1201,664,619,915,1094,1194,145,1174,1186,197,421,465.966,133.78279,197.06052,252.13942,311.08951,360.67273,24.120403,437.08167,461.86932,42.973087,78.859009,"00000","1","0",,,,,,
"565",3.0398688,6.829916,4,21220,6558,9616,12507,15341,18049,228,21166,21220,1174,3374,1319.2227,678.32379,814.12506,949.65314,1086.1733,1192.1644,142.8136,1304.2958,1319.2227,317.23392,503.84561,619,657,598,839,902,871,144,777,649,190,417,484.13159,148.88017,187.20642,271.57013,326.97577,378.82336,22.708527,435.99692,475.80649,48.721989,97.001633,"00000","1","0",,,,,,
"566",3.9691074,6.7748108,5,23093,7078,10224,13246,16355,19484,228,23033,23093,1314,3717,1306.7482,673.82617,805.49969,940.73621,1082.8506,1187.4093,139.44716,1291.6381,1306.7482,317.44238,499.59225,85,664,636,470,581,542,153,384,103,255,467,487.686,150.44615,188.30438,273.21863,329.74997,371.62103,22.469591,439.65594,479.39764,50.453251,99.936501,"00000","1","0",,,,,,
"567",3.9898472,7.1262126,4,4735,1555,2322,2973,3620,4153,97,4722,4735,328,812,1339.2307,690.22552,833.32446,965.65857,1093.5338,1200.8169,147.0049,1328.4791,1339.2307,311.54016,506.77393,21,240,186,261,332,202,105,74,25,87,147,464.42859,148.98767,217.13101,273.89484,338.45435,382.80099,23.271034,439.02588,462.73065,46.611008,89.949974,"00000","1","0",,,,,,
"568",4.0101318,7.1383147,4,15110,4701,7010,9355,11306,13061,150,15060,15110,791,2353,1328.1317,683.32648,825.66351,959.26764,1084.3733,1192.9729,148.50821,1313.4927,1328.1317,316.81454,504.46643,8,187,165,197,226,128,51,73,11,51,106,463.47043,155.05495,217.04411,274.9072,335.18643,379.28943,22.1378,437.2337,461.44675,45.804424,91.48333,"00000","1","0",,,,,,
"569",4.0681658,6.7024508,4,3785,1418,1975,2484,2946,3313,75,3732,3785,288,769,1362.5343,685.63739,820.90582,958.22296,1083.0527,1188.0459,155.37891,1336.6462,1362.5343,330.10733,518.63074,305,322,374,367,369,390,17,366,305,75,249,492.83051,162.63092,217.90163,288.52734,344.91934,384.60172,16.964565,450.58035,485.89349,50.371441,97.17524,"00000","1","0",,,,,,
"570",2.0995426,6.1444044,4,12806,4525,7074,9128,10777,11731,107,12573,12806,612,2036,1354.167,689.68536,829.77972,963.12854,1083.8124,1191.7396,159.83049,1335.4497,1354.167,321.41534,516.53503,28153,5957,11062,15875,20317,25042,75,27243,27959,731,2549,539.42157,203.47516,269.89252,339.53589,400.67435,447.56674,23.951885,509.91864,536.91321,68.573174,126.5261,"00000","1","0",,,,,,
"571",3.2377937,6.1293974,4,12117,4511,7003,9086,10599,11338,84,11958,12117,606,2075,1360.4316,678.32379,818.81512,953.55432,1073.5714,1178.8267,146.20602,1334.5383,1360.4316,333.43198,516.66968,27294,6262,11693,16584,20990,25481,68,27112,27352,765,2606,539.9021,215.51427,271.72388,348.22488,402.45856,448.72879,23.739592,509.97482,536.60455,69.960678,137.97411,"00000","1","0",,,,,,
"572",2.0836735,6.1341372,4,11797,3626,5673,7454,8866,10030,146,11477,11797,539,1591,1347.598,693.43164,840.32904,975.16443,1098.5099,1201.9679,148.94954,1341.3984,1347.598,308.1373,512.27527,25474,5002,8255,12141,15899,20666,139,23653,25013,822,2409,539.40808,186.47565,265.06757,332.0127,407.60703,461.57657,30.317451,518.46582,537.83954,65.632523,118.65482,"00000","1","0",,,,,,
"573",1.1152942,6.1182475,3,99831,9841,18213,28883,40159,52379,210,73901,90521,1010,3765,1314.0118,688.11548,828.64709,964.83966,1085.4075,1187.1606,146.83195,1310.361,1314.0118,310.00787,503.12643,31639,9206,14318,18487,22015,27438,223,30112,31059,1362,4033,540.81763,179.16373,266.22662,334.98914,407.20966,465.68555,33.899315,524.758,539.67224,66.033905,115.65411,"00000","1","0",,,,,,
